"RecordID","WatershedID","City","State","Location","Date","Watershed.Years","ShortLU","LandUse","Tillage","CP1","CP2","CP3","DST","ShortST","D.SoilType","H.SoilGroup","MinSoilP","MaxSoilP","SoilP.Extractant","MinSlope","MaxSlope","MinSize","MaxSize","FertilizerForm1","F.AppMethod1","FertilizerForm2","F.AppMethod2","Max.N.Applied","Min.N.Applied","Avg.N.Applied","Max.P.Applied","Min.P.Applied","Avg.P.Applied","Max.rain","Min.rain","Avg.rain","Max.Runoff","Min.Runoff","Avg.Runoff","Max.SoilL","Min.SoilL","Avg.SoilL","MaxDN","MinDN","AvgDN","DN.Form","MaxPN","MinPN","AvgPN","PN.Form","MaxTNLoad","MinTNLoad","AvgTNLoad","TN.Form","MaxDP","MinDP","AvgDP","DP.Form","MaxPP","MinPP","AvgPP","PP.Form","MaxTPLoad","MinTPLoad","AvgTPLoad","FormTP","FlowIndicator","Comments","Reference","Ref","CPs"
78,"Litter (Six Watersheds)","Putnam County, GA","GA","33,"1995 - 1996",12,"Pasture","Common Bermudagrass, Fescue (Grazing)","Pasture",NA,NA,NA,"Sandy","Sandy Loam","Sandy Loam- Cecil, Altovista, Helena, Sedgefield","B, C",NA,NA,NA,6,8,0.75,0.75,"Broiler Litter","Surface Applied",NA,NA,NA,NA,638,262,209,236,1123,1010,1067,134,123,129,NA,NA,NA,NA,NA,7.5,"NH4-N",NA,NA,NA,NA,NA,NA,NA,NA,9.7,5.1,7.4,"Dissolved Reactive P",NA,NA,NA,NA,NA,NA,NA,NA,"Surface Runoff",NA,"Pierson, S.T., M.L. Cabrera, G.K. Evanylo, H.A. Kuykendall, C.S. Hoveland, M.A. McCann, and L.T. West. 2001. Phosphorus and Ammonium Concentrations in Surface Runoff from Grasslands Fertilized with Broiler Litter. J. Environ. Qual. 30: 1784-1789.",32,0
131,"W3","Treynor, IA","IA",NA,"1969 - 1990",22,"Corn","Continuous Corn","Conservation","Contour Farming","Waterway","Riparian Buffer","Loamy","Silt Loam","Silt Loam- Monona, Ida, Napier","B",NA,NA,NA,2,16,40.5,40.5,"Anhydrous Ammonia","Other2","NH4NO3, UREA",NA,NA,NA,168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.14,"NO3+NH4-N (See Comment)",NA,NA,3.22,NA,NA,NA,5.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Surface Runoff & Baseflow","22.6 kg/ha NO3+NH4-N lost in subsurface flow. Also Steinheimer, T.R., K.D. Scoggin, and L.A. Kramer. 1998. Ag. Chemical Movement through a Field-Size Watershed in Iowa:Surface Hydrology and Nitrate Losses in Discharge. Env. Sci. Tech. 32(8):1048-1052.","Steinheimer, T.R., K.D. Scoggin, and L.A. Kramer. 1998. Agricultural Chemical Movement through a Field-Size Watershed in Iowa: Subsurface Hydrology and Distribution of Nitrate in Groundwater. Environ. Sci. Technol. 32(8): 1039-1047.",41,3
95,"R7, R8 (Two Watersheds)","Chickasha, OK","OK",NA,"July 1972 - June 1973",2,"Pasture","Continuous Grazing","Pasture",NA,NA,NA,"Loamy","Silt Loam","Silt Loam- Renfrow, Grant, Kingfisher","B, D",NA,NA,NA,3.2,3.5,7.8,11.1,NA,"Other2",NA,NA,NA,NA,0,0,0,0,1070,1060,1065,400,300,350,23000,19000,21000,NA,NA,2.31,"NO3+NO2+NH4-N",NA,NA,7.87,"TKN",NA,NA,10.18,NA,NA,NA,0.03,"SRP",NA,NA,NA,NA,NA,NA,4.6,NA,"Surface Runoff","Estimated precipitation, runoff, and soil loss off figures.","Olness, A., S.J. Smith, E.D. Rhoades, and R.G. Menzel. 1975. Nutrient and Sediment Discharge from Agricultural Watersheds in Oklahoma. J. Environ. Qual. 4(3): 331-336.",29,0
63,"R7","Chickasha, OK","OK",NA,"1 Year",1,"Pasture","Continuous Grazing","Pasture",NA,NA,NA,"Loamy","Silt Loam","Silt Loam- Renfrow, Grant, Kingfisher","B, D",NA,NA,NA,3.2,3.2,7.8,7.8,"NH4PO4","Surface Applied",NA,NA,NA,NA,83,NA,NA,72,NA,NA,765,NA,NA,147,NA,NA,5800,NA,NA,4.86,"NO3+NO2+NH4-N",NA,NA,8.52,"TKN",NA,NA,9.2,"TKN",NA,NA,3.27,"Total Soluble",NA,NA,NA,NA,NA,NA,4.9,NA,"Surface Runoff",NA,"Olness, A., E.D. Rhoades, S.J. Smith, and R.G. Menzel. 1980. Fertilizer Nutrient Losses from Rangeland Watersheds in Central Oklahoma. J. Environ. Qual. 9(1): 81-86.",28,0
64,"R8","Chickasha, OK","OK",NA,"1 Year",1,"Pasture","Continuous Grazing","Pasture",NA,NA,NA,"Loamy","Silt Loam","Silt Loam- Renfrow, Grant, Kingfisher","B, D",NA,NA,NA,3.5,3.5,11.1,11.1,NA,"Other2",NA,NA,NA,NA,0,NA,NA,0,NA,NA,765,NA,NA,102,NA,NA,8700,NA,NA,0.5,"NO3+NO2+NH4-N",NA,NA,4.85,"TKN",NA,NA,5.19,"TKN",NA,NA,0.01,"Total Soluble",NA,NA,NA,NA,NA,NA,0.76,NA,"Surface Runoff",NA,"Olness, A., E.D. Rhoades, S.J. Smith, and R.G. Menzel. 1980. Fertilizer Nutrient Losses from Rangeland Watersheds in Central Oklahoma. J. Environ. Qual. 9(1): 81-86.",28,0
31,"Y6","Riesel, TX","TX",NA,"August 2001 - July 2003",2,"Corn","Corn","Conservation","Waterway","Terrace","Contour Farming","Clayey","Clay","Clay- Houston Black","B",17.7,20.9,"Mehlich 3",3.2,3.2,6.6,6.6,"UAN","Incorporated",NA,NA,NA,NA,168,NA,NA,19,1046,997,1022,273,253,263,3661,1336,2499,NA,NA,26.8,"NO3+NO2+NH4-N",NA,NA,5.8,"TKN",NA,NA,32.5,NA,0.5,0.4,0.5,"PO4-P",2.8,1.3,2.1,"TKP",3.2,1.7,2.5,NA,"Surface Runoff",NA,"Harmel, R.D., H.A. Torbert, B.E. Haggard, R. Haney, and M. Dozier. 2004. Water Quality Impacts of Converting to a Poultry Litter Fertilization Strategy. J. Environ. Qual. 33:2229-2242.",14,3
29,"W12","Riesel, TX","TX",NA,"August 2001 - July 2003",2,"Corn","Corn","Conservation","Waterway","Terrace","Contour Farming","Clayey","Clay","Clay- Houston Black","B",55.1,62.6,"Mehlich 3",2,2,4,4,"Poultry Litter","Incorporated","UAN","Incorporated",NA,NA,296,NA,NA,229,1046,997,1022,354,181,268,10911,1138,6025,NA,NA,14.5,"NO3+NO2+NH4-N",NA,NA,8.7,"TKN",NA,NA,23.4,NA,1.2,0.8,1,"PO4-P",6.7,0.9,3.8,"TKP",7.9,1.6,4.8,NA,"Surface Runoff",NA,"Harmel, R.D., H.A. Torbert, B.E. Haggard, R. Haney, and M. Dozier. 2004. Water Quality Impacts of Converting to a Poultry Litter Fertilization Strategy. J. Environ. Qual. 33:2229-2242.",14,3
32,"Y10","Riesel, TX","TX",NA,"August 2001 - July 2003",2,"Corn","Corn","Conservation","Waterway","Terrace","Contour Farming","Clayey","Clay","Clay- Houston Black","B",40.9,63.9,"Mehlich 3",1.9,1.9,7.5,7.5,"Poultry Litter","Incorporated","UAN","Incorporated",NA,NA,278,NA,NA,196,1046,997,1022,350,325,338,2930,1109,2020,NA,NA,42.5,"NO3+NO2+NH4-N",NA,NA,4.6,"TKN",NA,NA,47.1,NA,2.1,1.4,1.8,"PO4-P",1.9,0.7,1.3,"TKP",3.4,2.8,3.1,NA,"Surface Runoff",NA,"Harmel, R.D., H.A. Torbert, B.E. Haggard, R. Haney, and M. Dozier. 2004. Water Quality Impacts of Converting to a Poultry Litter Fertilization Strategy. J. Environ. Qual. 33:2229-2242.",14,3
104,"Continuous Corn","Morris, MN","MN",NA,"10 years",10,"Corn","Corn","Conventional",NA,NA,NA,"Loamy","Loam","Loam","B",NA,NA,NA,NA,NA,0.009,0.009,"13-36-13","Surface Applied",NA,NA,NA,NA,112,NA,NA,29,NA,NA,626,NA,NA,86,NA,NA,16500,NA,NA,4,"NO3+NO2-N",NA,NA,75.6,NA,NA,NA,78,NA,NA,NA,0.3,"PO4-P",NA,NA,18.2,NA,NA,NA,18.6,NA,"Surface Runoff",NA,"Young, R.A., and R.F. Holt. 1977. Winter-Applied Manure: Effects on Annual Runoff, Erosion, and Nutrient Movement. J. Soil and Water Cons. 32(5): 219-222.",53,0
141,"Watershed 4","Treynor, IA","IA",NA,"1974 - 1983",10,"Corn","Corn","Conservation","Contour Farming","Waterway","Terrace","Loamy","Silt Loam","Silt Loam- Monona","B",NA,NA,NA,2,18,60.8,60.8,"Anhydrous Ammonia","Surface Applied","NH4NO3, Super Phosphate","Surface Applied",NA,NA,168,NA,NA,32,NA,NA,767,NA,NA,48,NA,NA,NA,NA,NA,3.66,"NO3+NH4-N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Surface Runoff & Terrace Drains","On average, 152.7 mm of water, 29.39 kg/ha/yr in NO3-N & NH4-N, and 0.03 in PO4-P were lost in drainage. Terraces with underground pipe outlets- till plants.","Alberts, E.E., and R.G. Spomer. 1985. Dissolved Nitrogen and Phosphorus in Runoff from Watersheds in Conservation and Conventional Tillage. J. Soil Water Cons. 40(1): 153-157.",1,3
88,"Drought Year- SUR","Baton Rouge, LA","LA",NA,"April 1, 1999 - March 31, 2000",4,"Corn","Corn","Conservation",NA,NA,NA,"Loamy","Silt Loam","Silt Loam- Commerce","C",NA,NA,NA,0.2,0.2,0.21,0.21,"NH4NO3","Injected",NA,NA,NA,NA,224,NA,NA,NA,NA,NA,957,NA,NA,78,NA,NA,NA,NA,NA,2.3,"NO3-N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Surface Runoff",NA,"Grigg, B.C., L.M. Southwick, J.L. Fouss, and T.S. Kornecki. 2004. Climate Impacts on Nitrate Loss in Drainage Waters from a Southern Alluvial Soil. Transactions of the ASAE 47(2): 445-451.",12,0
66,"Watershed 2","Treynor, IA","IA",NA,"1969 - 1975",7,"Corn","Corn","Conventional","Contour Farming",NA,NA,"Loamy","Silt Loam","Silt Loam","B",NA,NA,NA,2,18,33.6,33.6,"Anhydrous Ammonia","Injected","NH4NO3, P","Incorporated",NA,NA,168,39,39,39,1046,622,806,98,15,49,29710,760,9980,NA,NA,1.21,"NO3+NH4-N",NA,NA,14.8,NA,NA,NA,15.97,NA,0.21,0.03,0.09,NA,1.1,0.05,0.37,NA,1.29,0.08,0.46,NA,"Surface Runoff",NA,"Alberts, E.E., G.E. Schuman, and R.E. Burwell. 1978. Seasonal Runoff Losses of Nitrogen and Phosphorus from Missouri Valley Loess Watersheds. J. Environ. Qual. 7(2): 203-208.",2,1
120,"Contour Corn","Pottawattamie County, IA","IA",NA,"1970 - 1971",2,"Corn","Corn","Conventional","Contour Farming",NA,NA,"Loamy","SIlt Loam","Silty Clay Loam, Silt Loam- Marshall, Monona, Ida, Napier","B",NA,NA,NA,2,13,33.6,33.6,NA,"Other2",NA,NA,NA,NA,168,39,39,39,783,737,760,164,105,134,29720,16640,23180,NA,NA,3.12,"NO3+NH4-N",NA,NA,33.24,"TKN",NA,NA,36.3,NA,0.21,0.14,0.17,NA,1.12,0.46,0.79,NA,1.33,0.6,0.97,NA,"Surface Runoff and Baseflow",NA,"Burwell, R.E., G.E. Schuman, R.F. Piest, R.G. Spomer, and T.M. McCalla. 1974. Quality of Water Discharged from Two Agricultural Watersheds in Southwestern Iowa. Water Resources Res. 10(2): 359-365.",6,1
34,"Y13","Riesel, TX","TX",NA,"August 2001 - July 2003",2,"Corn","Corn","Conservation","Waterway","Terrace","Contour Farming","Clayey","Clay","Clay- Houston Black","B",43.5,45,"Mehlich 3",2.3,2.3,4.6,4.6,"Poultry Litter","Incorporated","UAN","Incorporated",NA,NA,237,NA,NA,122,1046,997,1022,353,257,305,12191,1252,6722,NA,NA,28.9,"NO3+NO2+NH4-N",NA,NA,12.7,"TKN",NA,NA,41.2,NA,1.3,0.9,1.1,"PO4-P",9.3,1,5.2,"TKP",10.6,1.9,6.3,NA,"Surface Runoff",NA,"Harmel, R.D., H.A. Torbert, B.E. Haggard, R. Haney, and M. Dozier. 2004. Water Quality Impacts of Converting to a Poultry Litter Fertilization Strategy. J. Environ. Qual. 33:2229-2242.",14,3
33,"Y8","Riesel, TX","TX",NA,"August 2001 - July 2003",2,"Corn","Corn","Conservation","Waterway","Terrace","Contour Farming","Clayey","Clay","Clay- Houston Black","B",51.7,91.2,"Mehlich 3",2.2,2.2,8.4,8.4,"Poultry Litter","Incorporated","UAN","Incorporated",NA,NA,370,NA,NA,358,1046,997,1022,243,216,230,6661,863,3762,NA,NA,18.9,"NO3+NO2+NH4-N",NA,NA,7.5,"TKN",NA,NA,26.4,NA,1.6,1.4,1.5,"PO4-P",5.1,0.8,3,"TKP",6.6,2.4,4.5,NA,"Surface Runoff",NA,"Harmel, R.D., H.A. Torbert, B.E. Haggard, R. Haney, and M. Dozier. 2004. Water Quality Impacts of Converting to a Poultry Litter Fertilization Strategy. J. Environ. Qual. 33:2229-2242.",14,3
157,"1 (3 Watersheds)","Knox County, MO","MO","40,"1991, 1993",6,"Corn","Corn","No Till","Waterway",NA,NA,"Loamy","SIlt Loam","Silt Loam, Loam- Putnam, Kilwinning, Armstrong","B",47,54,NA,0.9,2.1,1.65,4.44,NA,"Other2",NA,NA,NA,NA,80,50,0,25,1308,1064,1186,550,264,407,NA,NA,NA,NA,NA,18,"NO3-N",NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,0.3,1.65,NA,"Surface Runoff","Total N, P est from figure.  Two articles were combined: Udawatta, R.P, P.P. Motavalli, H.E. Garrett, and J.J. Krstansky. 2006. Nitrogen Losses in Runoff from Three Adjacent Agricultural Watersheds with Claypan Soils. Agric. Ecosystems Environ. 117:39-48.","Udawatta, R.P, P.P. Motavalli, and H.E. Garrett. 2004. Phosphorus Loss and Runoff Characteristics in Three Adjacent Agricultural Watersheds with Claypan Soils. J. Environ. Qual. 33: 1709-1719.",45,1
67,"Watershed 4","Treynor, IA","IA",NA,"1969 - 1975",7,"Corn","Corn","Conventional","Terrace",NA,NA,"Loamy","Silt Loam","Silt Loam","B",NA,NA,NA,2,18,60,60,"Anhydrous Ammonia","Injected","NH4NO3, P","Incorporated",NA,NA,288,97,39,56,1025,528,754,107,4,37,14670,100,3053,NA,NA,1.33,"NO3+NH4-N",NA,NA,5.26,NA,NA,NA,6.59,NA,0.24,0.01,0.09,NA,0.49,0.01,0.15,NA,0.61,0.02,0.25,NA,"Surface Runoff",NA,"Alberts, E.E., G.E. Schuman, and R.E. Burwell. 1978. Seasonal Runoff Losses of Nitrogen and Phosphorus from Missouri Valley Loess Watersheds. J. Environ. Qual. 7(2): 203-208.",2,1
103,"Plow Down","Morris, MN","MN",NA,"3 years",3,"Corn","Corn","Conventional",NA,NA,NA,"Loamy","Loam","Loam","B",NA,NA,NA,NA,NA,0.009,0.009,"Dairy Manure","Incorporated","13-36-13","Surface Applied",NA,NA,268,NA,NA,123,NA,NA,657,NA,NA,40,NA,NA,11900,NA,NA,1.2,"NO3+NO2-N",NA,NA,30.5,NA,NA,NA,33,NA,NA,NA,0.2,"PO4-P",NA,NA,9.4,NA,NA,NA,9.8,NA,"Surface Runoff",NA,"Young, R.A., and R.F. Holt. 1977. Winter-Applied Manure: Effects on Annual Runoff, Erosion, and Nutrient Movement. J. Soil and Water Cons. 32(5): 219-222.",53,0
102,"Surface","Morris, MN","MN",NA,"3 years",3,"Corn","Corn","Conventional",NA,NA,NA,"Loamy","Loam","Loam","B",NA,NA,NA,NA,NA,0.009,0.009,"Dairy Manure","Surface Applied","13-36-13","Surface Applied",NA,NA,268,NA,NA,123,NA,NA,657,NA,NA,38,NA,NA,10300,NA,NA,0.6,"NO3+NO2-N",NA,NA,24.7,NA,NA,NA,27.9,NA,NA,NA,0.4,"PO4-P",NA,NA,8.1,NA,NA,NA,8.6,NA,"Surface Runoff",NA,"Young, R.A., and R.F. Holt. 1977. Winter-Applied Manure: Effects on Annual Runoff, Erosion, and Nutrient Movement. J. Soil and Water Cons. 32(5): 219-222.",53,0
146,"No. 1","Tifton, GA","GA",NA,"1955 - 1960",12,"Corn","Corn","Conventional",NA,NA,NA,"Sandy","Loamy Sand","Loamy Sand- Tifton","A",NA,NA,NA,3,3,0.02,0.02,NA,"Other2",NA,NA,NA,NA,82,NA,NA,24,1428,874,1124,NA,NA,NA,NA,NA,1277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Surface Runoff",NA,"Thomas, A.W., R.L. Carter, and J.R. Carreker. 1968. Soil, Water, and Nutrient Losses from Tifton Loamy Sand. Transactions of the ASAE 11:677-679, 682.",44,0
110,"Continuous Corn","Morris, MN","MN",NA,"1966 - 1971",18,"Corn","Corn","Conventional",NA,NA,NA,"Loamy","Loam","Loam- Barnes","B",NA,NA,NA,6,6,0.009,0.009,"33-0-0","Incorporated","0-46-0","Incorporated",NA,NA,112,29,29,29,NA,NA,572,NA,NA,80,NA,NA,4890,NA,NA,2.42,NA,NA,NA,75.56,NA,NA,NA,77.98,NA,NA,NA,0.41,NA,NA,NA,18.19,NA,NA,NA,18.6,NA,"Surface Runoff",NA,"Burwell, R.E., D.R. Timmons, and R.F. Holt. 1975. Nutrient Transport in Surface Runoff as Influenced by Soil Cover and Seasonal Periods. Soil Sci. Soc. Amer. Proc. 39: 523-528.",5,0
30,"W13","Riesel, TX","TX",NA,"August 2001 - July 2003",2,"Corn","Corn","Conservation","Waterway","Terrace","Contour Farming","Clayey","Clay","Clay- Houston Black","B",68.3,111.2,"Mehlich 3",1.1,1.1,4.6,4.6,"Poultry Litter","Incorporated","UAN","Incorporated",NA,NA,328,NA,NA,286,1046,997,1022,275,216,246,8490,1041,4766,NA,NA,16,"NO3+NO2+NH4-N",NA,NA,7,"TKN",NA,NA,22.9,NA,2.1,1.2,1.7,"PO4-P",4.7,1,2.9,"TKP",5.9,3.1,4.5,NA,"Surface Runoff",NA,"Harmel, R.D., H.A. Torbert, B.E. Haggard, R. Haney, and M. Dozier. 2004. Water Quality Impacts of Converting to a Poultry Litter Fertilization Strategy. J. Environ. Qual. 33:2229-2242.",14,3
140,"Watershed 3","Treynor, IA","IA",NA,"1974 - 1983",10,"Corn","Corn","Conservation","Contour Farming","Waterway",NA,"Loamy","Silt Loam","Silt Loam- Monona","B",NA,NA,NA,2,18,43.3,43.3,"Anhydrous Ammonia","Surface Applied","NH4NO3, Super Phosphate","Surface Applied",NA,NA,168,NA,NA,32,NA,NA,767,NA,NA,29,NA,NA,NA,NA,NA,2.61,"NO3+NH4-N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Surface Runoff","On average, 186.2 mm of water, 30.01kg/ha/yr in NO3-N & NH4-N, and 0.03 kg/ha/yr in PO4-P were lost in drainage.","Alberts, E.E., and R.G. Spomer. 1985. Dissolved Nitrogen and Phosphorus in Runoff from Watersheds in Conservation and Conventional Tillage. J. Soil Water Cons. 40(1): 153-157.",1,2
96,"W1","Treynor, IA","IA",NA,"1969 - 1971",3,"Corn","Corn","Conventional","Contour Farming","Waterway",NA,"Loamy","Silt Loam","Silt Loam- Marshall, Monona, Ida, Napier","B",NA,NA,NA,2,18,30,30,"Anhydrous Ammonia","Injected","NH4NO3","Surface Applied",NA,NA,448,97,39,78,800,735,778,126,54,81,44800,4100,25310,NA,NA,3.05,"NO3+NH4-N",NA,NA,36.59,"TKN",NA,NA,39.64,NA,0.24,0.09,0.17,NA,1.89,0.31,1.05,NA,2.13,0.5,1.22,NA,"Surface Runoff","Two Articles Were Combined:  Schuman, G.E., R.G. Spomer, and R.F. Piest. 1973. Phosphorus Losses from Four Agricultural Watersheds on Missouri Valley Loess. Soil Sci. Soc. Amer. Proc. 37: 424-427.","Schuman, G.E., R.E. Burwell, R.F. Piest, and R.G. Spomer. 1973. Nitrogen Losses in Surface Runoff from Agricultural Watersheds on Missouri Valley Loess. J. Environ. Qual. 2(2): 299-302.",33,2
139,"Watershed 2","Treynor, IA","IA",NA,"1974 - 1983",10,"Corn","Corn","Conventional","Contour Farming","Waterway",NA,"Loamy","Silt Loam","Silt Loam- Monona","B",NA,NA,NA,2,18,33.6,33.6,"Anhydrous Ammonia","Incorporated","NH4NO3, Super Phosphate","Incorporated",NA,NA,168,NA,NA,36,NA,NA,767,NA,NA,63,NA,NA,NA,NA,NA,1.72,"NO3+NH4-N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Surface Runoff","On average, 136.9 mm of water, 9.2 kg/ha/yr in NO3-N & NH4-N and 0.03 kg/ha/yr in PO4-P were lost in drainage.","Alberts, E.E., and R.G. Spomer. 1985. Dissolved Nitrogen and Phosphorus in Runoff from Watersheds in Conservation and Conventional Tillage. J. Soil Water Cons. 40(1): 153-157.",1,2
138,"CT","Howard County, MD","MD",NA,"1980 - 1982",3,"Corn","Corn","Conventional",NA,NA,NA,"Loamy","Loam","Loam- Manor","B",87,87,NA,6,6,0.37,0.37,"30-0-0","Surface Applied","6-24-24","Surface Applied",NA,NA,67,108,108,108,317,156,243,6,3,4,413,17,269,NA,NA,0.53,"NO3+NH4-N",NA,NA,NA,NA,NA,NA,0.95,NA,0.02,0.01,0.02,NA,NA,NA,NA,NA,0.16,0.1,0.14,NA,"Surface Runoff","Totals for the CONV treatment (1981) were est. from least square means. During and prior to 1977, both watersheds received an annual fall application of manure.","Angle, J.S., G. McClung, M.S. McIntosh, P.M. Thomas, and D.C. Wolf. 1984. Nutrient Losses in Runoff from Conventional and No-Till Corn Watersheds. J. Environ. Qual. 13(3): 431-435.",3,0
217,"N-GR","Holly Springs, MS","MS",NA,"Oct 1974 - Sept 1977",6,"Corn","Corn","No Till",NA,NA,NA,"Loamy","Silt Loam","Silt loam- Providence","C",NA,NA,NA,5,5,0.01,0.01,"NH4NO3, Superphosphate","Injected","Urea","Surface Applied",NA,NA,175,30,7,22,1424,994,1239,460,204,328,820,720,780,NA,NA,4.6,"NO3+NH4-N",NA,NA,6.8,"TKN",NA,NA,11.4,NA,1.8,0.7,1.2,"Colorimetric",2.2,1.3,1.7,NA,3.4,2,2.9,NA,"Surface Runoff",NA,"McDowell, L.L. and K.C. McGregor. 1984. Plant Nutrient Losses in Runoff from Conservation Tillage Corn. Soil Tillage Res. 4:79-91.",24,0
99,"W4","Treynor, IA","IA",NA,"1969 - 1971",3,"Corn","Corn","Conventional","Terrace","Waterway",NA,"Loamy","Silt Loam","Silt Loam- Marshall, Monona, Ida, Napier","B",NA,NA,NA,2,18,60.8,60.8,"Anhydrous Ammonia","Injected","NH4NO3","Incorporated",NA,NA,448,97,39,78,780,731,757,18,3,9.4,3630,130,1330,NA,NA,0.42,"NO3+NH4-N",NA,NA,2.62,"TKN",NA,NA,3.04,NA,0.08,0.01,0.05,NA,0.23,0.01,0.09,NA,0.29,0.02,0.13,NA,"Surface Runoff","Two Articles Were Combined:  Schuman, G.E., R.G. Spomer, and R.F. Piest. 1973. Phosphorus Losses from Four Agricultural Watersheds on Missouri Valley Loess. Soil Sci. Soc. Amer. Proc. 37: 424-427.","Schuman, G.E., R.E. Burwell, R.F. Piest, and R.G. Spomer. 1973. Nitrogen Losses in Surface Runoff from Agricultural Watersheds on Missouri Valley Loess. J. Environ. Qual. 2(2): 299-302.",33,2
65,"Watershed 1","Treynor, IA","IA",NA,"1969 - 1975",7,"Corn","Corn","Conventional","Contour Farming",NA,NA,"Loamy","Silt Loam","Silt Loam","B",NA,NA,NA,2,18,30,30,"Anhydrous Ammonia","Injected","NH4NO3, P","Incorporated",NA,NA,408,97,39,56,1060,630,806,126,14,56,44790,1100,14097,NA,NA,1.88,"NO3+NH4-N",NA,NA,20.5,NA,NA,NA,22.4,NA,0.24,0.02,0.11,NA,1.88,0.07,0.59,NA,2.12,0.09,0.7,NA,"Surface Runoff",NA,"Alberts, E.E., G.E. Schuman, and R.E. Burwell. 1978. Seasonal Runoff Losses of Nitrogen and Phosphorus from Missouri Valley Loess Watersheds. J. Environ. Qual. 7(2): 203-208.",2,1
105,"Corn Check","Morris, MN","MN",NA,"3 years",3,"Corn","Corn","Conventional",NA,NA,NA,"Loamy","Loam","Loam","B",NA,NA,NA,NA,NA,0.009,0.009,"13-36-13","Surface Applied",NA,NA,NA,NA,29,NA,NA,81,NA,NA,657,NA,NA,101,NA,NA,20300,NA,NA,2.7,"NO3+NO2-N",NA,NA,39.4,NA,NA,NA,44.2,NA,NA,NA,0.1,"PO4-P",NA,NA,13.7,NA,NA,NA,14,NA,"Surface Runoff",NA,"Young, R.A., and R.F. Holt. 1977. Winter-Applied Manure: Effects on Annual Runoff, Erosion, and Nutrient Movement. J. Soil and Water Cons. 32(5): 219-222.",53,0
215,"R-GR","Holly Springs, MS","MS",NA,"Oct 1974 - Sept 1977",6,"Corn","Corn","Conservation",NA,NA,NA,"Loamy","Silt Loam","Silt loam- Providence","C",NA,NA,NA,5,5,0.01,0.01,"NH4NO3, Superphosphate","Injected","Urea","Surface Applied",NA,NA,175,30,0,19,1424,994,1239,287,134,206,1720,960,1430,NA,NA,5.3,"NO3+NH4-N",NA,NA,5.8,"TKN",NA,NA,11.1,NA,0.7,0.3,0.5,"Colorimetric",2.2,1.4,1.9,NA,2.8,1.7,2.4,NA,"Surface Runoff",NA,"McDowell, L.L. and K.C. McGregor. 1984. Plant Nutrient Losses in Runoff from Conservation Tillage Corn. Soil Tillage Res. 4:79-91.",24,0
214,"C-GR","Holly Springs, MS","MS",NA,"Oct 1974 - Sept 1977",6,"Corn","Corn","Conventional",NA,NA,NA,"Loamy","Silt Loam","Silt loam- Providence","C",NA,NA,NA,5,5,0.01,0.01,"NH4NO3, Superphosphate","Injected","Urea","Surface Applied",NA,NA,168,30,8,22,1424,994,1239,460,268,373,23810,7200,17540,NA,NA,3.4,"NO3+NH4-N",NA,NA,34.5,"TKN",NA,NA,37.9,NA,0.4,0.2,0.3,"Colorimetric",17.6,7.1,13.3,NA,18,7.3,13.6,NA,"Surface Runoff",NA,"McDowell, L.L. and K.C. McGregor. 1984. Plant Nutrient Losses in Runoff from Conservation Tillage Corn. Soil Tillage Res. 4:79-91.",24,0
235,"P2","Watkinsville, GA","GA",NA,"May 1974 - May 1976",2,"Corn","Corn","Conventional",NA,NA,NA,"Sandy","Sand underlain with clay layer","Sandy loam- Cecil","B",NA,NA,NA,NA,NA,NA,NA,NA,"Incorporated",NA,NA,NA,NA,NA,NA,NA,20,NA,NA,1438,NA,NA,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28,"PO4-P",NA,NA,3.8,NA,NA,NA,4.08,NA,"Surface Runoff",NA,"Langdale, G.W., R.A. Leonard, and A.W. Thomas. 1985. Conservation Practice Effects on Phosphorus Losses from Southern Piedmont Watersheds. J. Soil Water Conserv. Jan-Feb 1985:157-161.",21,0
